DAS Channel,Lat [decimal],Lon [decimal],Elevation [m],OD [m]
1211,61.30541,-45.806508,-300.8,5795.85
1212,61.305434,-45.806606,-300.8,5800.63
1213,61.305458,-45.806705,-300.8,5805.42
1214,61.305481,-45.806803,-300.8,5810.2
1215,61.305504,-45.806903,-300.8,5814.99
1216,61.305526,-45.807002,-300.8,5819.78
1217,61.305549,-45.807101,-300.8,5824.56
1218,61.305574,-45.807198,-300.8,5829.35
1219,61.305599,-45.807295,-300.7,5834.13
1220,61.305624,-45.807392,-300.7,5838.92
1221,61.305649,-45.807489,-300.7,5843.71
1222,61.305666,-45.807555,-300.6,5848.49
1223,61.305682,-45.807618,-300.6,5853.28
1224,61.305698,-45.807682,-300.5,5858.06
1225,61.305715,-45.807746,-300.4,5862.85
1226,61.305731,-45.80781,-300.4,5867.64
1227,61.305747,-45.807874,-300.3,5872.42
1228,61.305764,-45.807937,-300.3,5877.21
1229,61.305781,-45.807999,-300.2,5881.99
1230,61.305799,-45.808062,-300.1,5886.78
1231,61.305816,-45.808125,-300.1,5891.57
1232,61.305833,-45.808188,-300.0,5896.35
1233,61.30585,-45.808251,-300.0,5901.14
1234,61.305867,-45.808314,-300.0,5905.92
1235,61.305884,-45.808377,-300.0,5910.71
1236,61.305901,-45.80844,-300.0,5915.5
1237,61.305914,-45.808507,-300.0,5920.28
1238,61.305926,-45.808575,-300.0,5925.07
1239,61.305938,-45.808642,-300.0,5929.85
1240,61.30595,-45.80871,-300.0,5934.64
1241,61.305962,-45.808778,-300.0,5939.43
1242,61.305974,-45.808846,-300.0,5944.21
1243,61.305986,-45.808913,-300.0,5949.0
1244,61.305999,-45.80898,-300.0,5953.78
1245,61.306012,-45.809048,-300.0,5958.57
1246,61.306024,-45.809115,-300.0,5963.36
1247,61.306037,-45.809182,-300.0,5968.14
1248,61.30605,-45.809249,-300.0,5972.93
1249,61.306064,-45.80933,-300.0,5977.71
1250,61.306079,-45.809411,-300.0,5982.5
1251,61.306093,-45.809492,-300.0,5987.29
1252,61.306108,-45.809573,-300.0,5992.07
1253,61.306122,-45.809654,-300.0,5996.86
1254,61.306137,-45.809735,-300.0,6001.64
1255,61.306152,-45.809816,-300.0,6006.43
1256,61.306167,-45.809896,-300.0,6011.22
1257,61.306182,-45.809977,-300.0,6016.0
1258,61.306197,-45.810057,-300.0,6020.79
1259,61.306212,-45.810138,-300.0,6025.57
1260,61.306227,-45.810219,-300.0,6030.36
1261,61.306242,-45.810299,-300.0,6035.15
1262,61.306257,-45.810379,-300.0,6039.93
1263,61.306273,-45.81046,-300.0,6044.72
1264,61.306288,-45.81054,-300.0,6049.5
1265,61.306304,-45.810619,-300.0,6054.29
1266,61.306323,-45.810697,-300.0,6059.08
1267,61.306341,-45.810774,-300.0,6063.86
1268,61.30636,-45.810851,-300.0,6068.65
1269,61.306378,-45.810929,-300.0,6073.43
1270,61.306397,-45.811006,-300.0,6078.22
1271,61.306416,-45.811082,-300.0,6083.01
1272,61.306436,-45.811159,-300.0,6087.79
1273,61.306455,-45.811236,-300.0,6092.58
1274,61.306474,-45.811312,-300.0,6097.36
1275,61.306494,-45.811388,-300.0,6102.15
1276,61.306514,-45.811464,-300.0,6106.94
1277,61.306533,-45.81154,-300.0,6111.72
1278,61.306553,-45.811616,-300.0,6116.51
1279,61.306573,-45.811692,-300.0,6121.29
1280,61.306593,-45.811768,-300.0,6126.08
1281,61.306612,-45.811839,-300.0,6130.87
1282,61.306631,-45.811907,-300.0,6135.65
1283,61.306649,-45.811975,-300.0,6140.44
1284,61.306668,-45.812043,-300.0,6145.22
1285,61.306687,-45.812111,-300.0,6150.01
1286,61.306705,-45.812179,-300.0,6154.8
1287,61.306725,-45.812246,-300.0,6159.58
1288,61.306744,-45.812312,-299.9,6164.37
1289,61.306764,-45.812378,-299.9,6169.15
1290,61.306784,-45.812445,-299.9,6173.94
1291,61.306804,-45.812511,-299.8,6178.73
1292,61.306824,-45.812577,-299.8,6183.51
1293,61.306841,-45.812647,-299.8,6188.3
1294,61.306859,-45.812716,-299.8,6193.08
1295,61.306876,-45.812785,-299.8,6197.87
1296,61.306894,-45.812854,-299.8,6202.66
1297,61.306911,-45.812924,-299.8,6207.44
1298,61.30693,-45.812991,-299.8,6212.23
1299,61.30695,-45.813058,-299.8,6217.01
1300,61.306969,-45.813124,-299.8,6221.8
1301,61.306989,-45.813191,-299.8,6226.59
1302,61.307009,-45.813258,-299.7,6231.37
1303,61.307028,-45.813325,-299.7,6236.16
1304,61.307045,-45.813394,-299.6,6240.94
1305,61.307062,-45.813464,-299.5,6245.73
1306,61.307079,-45.813534,-299.5,6250.52
1307,61.307096,-45.813604,-299.4,6255.3
1308,61.307113,-45.813673,-299.3,6260.09
1309,61.30713,-45.813743,-299.2,6264.87
1310,61.307147,-45.813813,-299.0,6269.66
1311,61.307163,-45.813883,-298.9,6274.45
1312,61.30718,-45.813953,-298.7,6279.23
1313,61.307197,-45.814023,-298.6,6284.02
1314,61.307214,-45.814094,-298.4,6288.8
1315,61.30723,-45.814171,-298.2,6293.59
1316,61.307246,-45.814249,-297.9,6298.38
1317,61.307263,-45.814326,-297.6,6303.16
1318,61.307279,-45.814403,-297.4,6307.95
1319,61.307295,-45.81448,-297.1,6312.73
1320,61.307312,-45.814557,-296.8,6317.52
1321,61.307324,-45.814637,-296.4,6322.31
1322,61.307337,-45.814717,-295.9,6327.09
1323,61.307349,-45.814797,-295.4,6331.88
1324,61.307361,-45.814878,-294.9,6336.66
1325,61.307373,-45.814958,-294.4,6341.45
1326,61.307385,-45.815039,-293.9,6346.24
1327,61.307397,-45.815119,-293.4,6351.02
1328,61.30741,-45.815199,-293.1,6355.81
1329,61.307422,-45.815279,-292.8,6360.59
1330,61.307435,-45.815359,-292.5,6365.38
1331,61.307448,-45.815439,-292.2,6370.17
1332,61.307461,-45.815519,-292.0,6374.95
1333,61.307473,-45.815599,-291.7,6379.74
1334,61.307484,-45.81568,-291.5,6384.52
1335,61.307495,-45.815761,-291.3,6389.31
1336,61.307507,-45.815842,-291.1,6394.1
1337,61.307518,-45.815923,-290.9,6398.88
1338,61.307529,-45.816003,-290.7,6403.67
1339,61.307543,-45.816083,-290.6,6408.45
1340,61.307556,-45.816162,-290.4,6413.24
1341,61.307569,-45.816242,-290.3,6418.03
1342,61.307583,-45.816321,-290.2,6422.81
1343,61.307596,-45.816401,-290.0,6427.6
1344,61.30761,-45.816467,-290.0,6432.38
1345,61.307624,-45.816531,-290.0,6437.17
1346,61.307637,-45.816596,-290.0,6441.96
1347,61.307651,-45.816661,-290.0,6446.74
1348,61.307665,-45.816725,-290.0,6451.53
1349,61.307679,-45.81679,-290.0,6456.31
1350,61.307693,-45.816854,-290.0,6461.1
1351,61.307707,-45.816919,-290.0,6465.89
1352,61.307722,-45.816983,-290.0,6470.67
1353,61.307736,-45.817047,-290.0,6475.46
1354,61.30775,-45.817111,-290.0,6480.24
1355,61.307764,-45.817176,-290.0,6485.03
1356,61.307778,-45.81724,-290.0,6489.82
1357,61.307792,-45.817305,-290.0,6494.6
1358,61.307806,-45.81737,-290.0,6499.39
1359,61.307819,-45.817435,-290.0,6504.17
1360,61.307833,-45.8175,-290.0,6508.96
1361,61.307846,-45.817564,-290.0,6513.75
1362,61.30786,-45.817629,-290.0,6518.53
1363,61.307874,-45.817694,-290.0,6523.32
1364,61.307888,-45.817758,-290.0,6528.1
1365,61.307902,-45.817823,-290.0,6532.89
1366,61.307912,-45.817891,-290.0,6537.68
1367,61.30792,-45.817959,-290.0,6542.46
1368,61.307928,-45.818028,-290.0,6547.25
1369,61.307937,-45.818096,-290.0,6552.03
1370,61.307945,-45.818165,-290.0,6556.82
1371,61.307952,-45.818234,-290.0,6561.61
1372,61.307959,-45.818304,-290.0,6566.39
1373,61.307965,-45.818373,-290.0,6571.18
1374,61.307971,-45.818443,-290.0,6575.96
1375,61.307978,-45.818512,-290.0,6580.75
1376,61.307985,-45.818583,-290.0,6585.54
1377,61.307995,-45.818665,-290.0,6590.32
1378,61.308005,-45.818747,-290.0,6595.11
1379,61.308016,-45.818829,-290.0,6599.89
1380,61.308026,-45.818911,-290.0,6604.68
1381,61.308039,-45.818992,-290.0,6609.47
1382,61.308055,-45.81907,-290.0,6614.25
1383,61.30807,-45.819148,-290.0,6619.04
1384,61.308086,-45.819226,-290.0,6623.82
1385,61.308102,-45.819305,-290.0,6628.61
1386,61.30812,-45.819381,-290.0,6633.4
1387,61.308138,-45.819456,-290.0,6638.18
1388,61.308157,-45.819532,-290.0,6642.97
1389,61.308176,-45.819607,-290.0,6647.75
1390,61.308194,-45.819683,-290.0,6652.54
1391,61.308213,-45.819759,-290.0,6657.33
1392,61.308231,-45.819835,-290.0,6662.11
1393,61.308249,-45.81991,-290.0,6666.9
1394,61.308267,-45.819986,-290.0,6671.68
1395,61.308286,-45.820062,-290.0,6676.47
1396,61.308304,-45.820138,-288.7,6681.26
1397,61.308321,-45.820215,-282.4,6686.04
1398,61.308339,-45.820291,-276.2,6690.83
1399,61.308357,-45.820368,-269.9,6695.61
1400,61.308374,-45.820444,-257.6,6700.4
1401,61.308392,-45.82052,-240.7,6705.19
1402,61.30841,-45.820596,-223.7,6709.97
1403,61.308428,-45.820673,-206.8,6714.76
1404,61.308446,-45.820749,-189.8,6719.54
1405,61.308453,-45.820781,-181.6,6724.33
1406,61.308456,-45.820793,-177.2,6729.12
1407,61.308458,-45.820805,-172.8,6733.9
1408,61.308461,-45.820817,-168.4,6738.69
1409,61.308464,-45.82083,-164.0,6743.47
1410,61.308467,-45.820842,-159.6,6748.26
1411,61.308469,-45.820854,-155.2,6753.05
1412,61.308472,-45.820866,-150.8,6757.83
1413,61.308475,-45.820878,-146.5,6762.62
1414,61.308477,-45.820891,-142.1,6767.4
1415,61.30848,-45.820903,-137.7,6772.19
1416,61.308483,-45.820915,-133.3,6776.98
1417,61.308485,-45.820927,-128.9,6781.76
1418,61.308488,-45.820939,-124.5,6786.55
1419,61.308491,-45.820952,-120.1,6791.33
1420,61.308494,-45.820964,-115.7,6796.12
1421,61.308496,-45.820976,-111.3,6800.91
1422,61.308499,-45.820988,-106.9,6805.69
1423,61.308502,-45.821,-102.5,6810.48
1424,61.308504,-45.821013,-98.2,6815.26
1425,61.308507,-45.821025,-93.8,6820.05
1426,61.30851,-45.821037,-89.4,6824.84
1427,61.308512,-45.821049,-85.0,6829.62
1428,61.308515,-45.821061,-80.6,6834.41
1429,61.308518,-45.821074,-76.2,6839.19
1430,61.30852,-45.821086,-71.8,6843.98
1431,61.308523,-45.821098,-67.4,6848.77
1432,61.308526,-45.82111,-63.0,6853.55
1433,61.308529,-45.821123,-58.6,6858.34
1434,61.308531,-45.821135,-54.5,6863.12
1435,61.308534,-45.821147,-54.4,6867.91
1436,61.308536,-45.821159,-54.2,6872.7
1437,61.308539,-45.821172,-54.1,6877.48
1438,61.308542,-45.821184,-53.9,6882.27
1439,61.308544,-45.821196,-53.8,6887.05
1440,61.308547,-45.821209,-53.6,6891.84
1441,61.308549,-45.821221,-53.5,6896.63
1442,61.308552,-45.821233,-53.3,6901.41
1443,61.308555,-45.821245,-53.2,6906.2
1444,61.308557,-45.821258,-53.1,6910.98
1445,61.30856,-45.82127,-52.9,6915.77
1446,61.308562,-45.821282,-52.8,6920.56
1447,61.308565,-45.821295,-52.6,6925.34
1448,61.308568,-45.821307,-52.5,6930.13
1449,61.30857,-45.821319,-52.3,6934.91
1450,61.308573,-45.821331,-52.2,6939.7
1451,61.308575,-45.821344,-52.1,6944.49
1452,61.308578,-45.821356,-51.9,6949.27
1453,61.308581,-45.821368,-51.8,6954.06
1454,61.308583,-45.821381,-51.6,6958.84
1455,61.308586,-45.821393,-51.5,6963.63
1456,61.308588,-45.821405,-51.3,6968.42
1457,61.308591,-45.821418,-51.2,6973.2
1458,61.308594,-45.82143,-51.0,6977.99
1459,61.308596,-45.821442,-50.9,6982.77
1460,61.308599,-45.821454,-50.8,6987.56
1461,61.308601,-45.821467,-50.6,6992.35
1462,61.308604,-45.821479,-50.5,6997.13
1463,61.308607,-45.821491,-50.3,7001.92
1464,61.308609,-45.821504,-50.2,7006.7
1465,61.308612,-45.821516,-50.0,7011.49
1466,61.308614,-45.821528,-49.9,7016.28
1467,61.308618,-45.82154,-49.6,7021.06
1468,61.308621,-45.821551,-49.1,7025.85
1469,61.308625,-45.821561,-48.7,7030.63
1470,61.308629,-45.821572,-48.3,7035.42
1471,61.308633,-45.821583,-47.8,7040.21
1472,61.308637,-45.821594,-47.4,7044.99
1473,61.30864,-45.821605,-47.0,7049.78
1474,61.308644,-45.821616,-46.5,7054.56
1475,61.308648,-45.821627,-46.1,7059.35
1476,61.308652,-45.821638,-45.7,7064.14
1477,61.308655,-45.821649,-45.2,7068.92
1478,61.308659,-45.82166,-44.8,7073.71
1479,61.308663,-45.82167,-44.4,7078.49
1480,61.308667,-45.821681,-43.9,7083.28
1481,61.30867,-45.821692,-43.5,7088.07
1482,61.308674,-45.821703,-43.1,7092.85
1483,61.308678,-45.821714,-42.6,7097.64
1484,61.308682,-45.821725,-42.2,7102.42
1485,61.308686,-45.821736,-41.8,7107.21
1486,61.308689,-45.821747,-41.4,7112.0
1487,61.308693,-45.821758,-40.9,7116.78
1488,61.308697,-45.821769,-40.5,7121.57
1489,61.308701,-45.821779,-40.1,7126.35
1490,61.308704,-45.82179,-39.6,7131.14
1491,61.308708,-45.821801,-39.2,7135.93
1492,61.308712,-45.821812,-38.8,7140.71
1493,61.308716,-45.821823,-38.3,7145.5
1494,61.308719,-45.821834,-37.9,7150.28
1495,61.308723,-45.821845,-37.5,7155.07
1496,61.308727,-45.821856,-37.0,7159.86
1497,61.308731,-45.821867,-36.6,7164.64
1498,61.308735,-45.821878,-36.2,7169.43
1499,61.308738,-45.821888,-35.7,7174.21
1500,61.308742,-45.821899,-35.3,7179.0
1501,61.308746,-45.82191,-34.9,7183.79
1502,61.30875,-45.821921,-34.4,7188.57
1503,61.308753,-45.821932,-34.0,7193.36
1504,61.308757,-45.821943,-33.6,7198.14
1505,61.308761,-45.821954,-33.1,7202.93
1506,61.308765,-45.821965,-32.7,7207.72
1507,61.308768,-45.821976,-32.3,7212.5
1508,61.308772,-45.821987,-31.8,7217.29
1509,61.308776,-45.821997,-31.4,7222.07
1510,61.30878,-45.822008,-31.0,7226.86
1511,61.308784,-45.822019,-30.5,7231.65
1512,61.308787,-45.82203,-30.1,7236.43
1513,61.308791,-45.822041,-29.7,7241.22
1514,61.308795,-45.822052,-29.3,7246.0
1515,61.308799,-45.822063,-28.8,7250.79
1516,61.308802,-45.822074,-28.4,7255.58
1517,61.308806,-45.822085,-28.0,7260.36
1518,61.30881,-45.822096,-27.5,7265.15
1519,61.308814,-45.822107,-27.1,7269.93
1520,61.308817,-45.822117,-26.7,7274.72
1521,61.308821,-45.822128,-26.2,7279.51
1522,61.308825,-45.822139,-25.8,7284.29
1523,61.308829,-45.82215,-25.4,7289.08
1524,61.308833,-45.822161,-24.9,7293.86
1525,61.308836,-45.822172,-24.5,7298.65
1526,61.30884,-45.822183,-24.1,7303.44
1527,61.308844,-45.822194,-23.6,7308.22
1528,61.308848,-45.822205,-23.2,7313.01
1529,61.308851,-45.822216,-22.8,7317.79
1530,61.308855,-45.822226,-22.3,7322.58
1531,61.308859,-45.822237,-21.9,7327.37
1532,61.308863,-45.822248,-21.5,7332.15
1533,61.308866,-45.822259,-21.0,7336.94
1534,61.30887,-45.82227,-20.6,7341.72
1535,61.308874,-45.822281,-20.2,7346.51
1536,61.308878,-45.822292,-19.7,7351.3
1537,61.308882,-45.822303,-19.3,7356.08
1538,61.308885,-45.822314,-18.9,7360.87
1539,61.308889,-45.822325,-18.4,7365.65
1540,61.308893,-45.822335,-18.0,7370.44
1541,61.308897,-45.822346,-17.6,7375.23
1542,61.3089,-45.822357,-17.2,7380.01
1543,61.308904,-45.822368,-16.7,7384.8
1544,61.308908,-45.822379,-16.3,7389.58
1545,61.308912,-45.82239,-15.9,7394.37
1546,61.308915,-45.822401,-15.4,7399.16
1547,61.308919,-45.822412,-15.0,7403.94
1548,61.308923,-45.822423,-14.6,7408.73
1549,61.308927,-45.822434,-14.1,7413.51
1550,61.308931,-45.822444,-13.7,7418.3
1551,61.308934,-45.822455,-13.3,7423.09
1552,61.308938,-45.822466,-12.8,7427.87
1553,61.308942,-45.822477,-12.4,7432.66
1554,61.308946,-45.822488,-12.0,7437.44
1555,61.308949,-45.822499,-11.5,7442.23
1556,61.308953,-45.82251,-11.1,7447.02
1557,61.308957,-45.822521,-10.7,7451.8
1558,61.308961,-45.822532,-10.2,7456.59
1559,61.308964,-45.822543,-9.8,7461.37
1560,61.308968,-45.822553,-9.4,7466.16
1561,61.308972,-45.822564,-8.9,7470.95
1562,61.308976,-45.822575,-8.5,7475.73
1563,61.30898,-45.822586,-8.1,7480.52
1564,61.308983,-45.822597,-7.6,7485.3
1565,61.308987,-45.822608,-7.2,7490.09
1566,61.308991,-45.822619,-6.8,7494.88
1567,61.308995,-45.82263,-6.4,7499.66
1568,61.308998,-45.822641,-5.9,7504.45
1569,61.309002,-45.822652,-5.5,7509.23
1570,61.309006,-45.822662,-5.1,7514.02
1571,61.30901,-45.822673,-4.6,7518.81
1572,61.309013,-45.822684,-4.2,7523.59
1573,61.309017,-45.822695,-3.8,7528.38
1574,61.309021,-45.822706,-3.3,7533.16
1575,61.309025,-45.822717,-2.9,7537.95
1576,61.309029,-45.822728,-2.5,7542.74
1577,61.309032,-45.822739,-2.0,7547.52
1578,61.309036,-45.82275,-1.6,7552.31
1579,61.30904,-45.822761,-1.2,7557.09
1580,61.309044,-45.822772,-0.7,7561.88
1581,61.309047,-45.822782,-0.3,7566.67
1582,61.309045,-45.82281,0.8,7571.45
1583,61.309027,-45.822875,3.3,7576.24
1584,61.30901,-45.822941,5.9,7581.02
1585,61.308992,-45.823006,8.4,7585.81
1586,61.308974,-45.823071,11.0,7590.6
1587,61.308957,-45.823137,13.5,7595.38
1588,61.30894,-45.8232,16.0,7600.17
1589,61.30894,-45.8232,16.0,7604.95
1590,61.30894,-45.8232,16.0,7609.74
1591,61.30894,-45.8232,16.0,7614.53
1592,61.30894,-45.8232,16.0,7619.31
1593,61.30894,-45.8232,16.0,7624.1
1594,61.30894,-45.8232,16.0,7628.88
1595,61.30894,-45.8232,16.0,7633.67
1596,61.30894,-45.8232,16.0,7638.46
1597,61.30894,-45.8232,16.0,7643.24
1598,61.30894,-45.8232,16.0,7648.03
1599,61.30894,-45.8232,16.0,7652.81
1600,61.30894,-45.8232,16.0,7657.6
1601,61.30894,-45.8232,16.0,7662.39
1602,61.30894,-45.8232,16.0,7667.17
1603,61.30894,-45.8232,16.0,7671.96
1604,61.30894,-45.8232,16.0,7676.74
1605,61.30894,-45.8232,16.0,7681.53
1606,61.30894,-45.8232,16.0,7686.32
1607,61.30894,-45.8232,16.0,7691.1
1608,61.30894,-45.8232,16.0,7695.89
1609,61.30894,-45.8232,16.0,7700.67
1610,61.30894,-45.8232,16.0,7705.46
1611,61.30894,-45.8232,16.0,7710.25
1612,61.30894,-45.8232,16.0,7715.03
1613,61.30894,-45.8232,16.0,7719.82
1614,61.30894,-45.8232,16.0,7724.6
1615,61.30894,-45.8232,16.0,7729.39
1616,61.30894,-45.8232,16.0,7734.18
1617,61.30894,-45.8232,16.0,7738.96
1618,61.30894,-45.8232,16.0,7743.75
1619,61.30894,-45.8232,16.0,7748.53
1620,61.30894,-45.8232,16.0,7753.32
1621,61.30894,-45.8232,16.0,7758.11
1622,61.30894,-45.8232,16.0,7762.89
1623,61.30894,-45.8232,16.0,7767.68
1624,61.30894,-45.8232,16.0,7772.46
1625,61.30894,-45.8232,16.0,7777.25
1626,61.30894,-45.8232,16.0,7782.04
1627,61.30894,-45.8232,16.0,7786.82
1628,61.30894,-45.8232,16.0,7791.61
1629,61.30894,-45.8232,16.0,7796.39
1630,61.30894,-45.8232,16.0,7801.18
1631,61.30894,-45.8232,16.0,7805.97
1632,61.30894,-45.8232,16.0,7810.75
1633,61.30894,-45.8232,16.0,7815.54
1634,61.30894,-45.8232,16.0,7820.32
1635,61.30894,-45.8232,16.0,7825.11
1636,61.30894,-45.8232,16.0,7829.9
1637,61.30894,-45.8232,16.0,7834.68
1638,61.30894,-45.8232,16.0,7839.47
1639,61.30894,-45.8232,16.0,7844.25
1640,61.30894,-45.8232,16.0,7849.04
1641,61.30894,-45.8232,16.0,7853.83
1642,61.30894,-45.8232,16.0,7858.61
1643,61.30894,-45.8232,16.0,7863.4
1644,61.30894,-45.8232,16.0,7868.18
1645,61.30894,-45.8232,16.0,7872.97
1646,61.30894,-45.8232,16.0,7877.76
1647,61.30894,-45.8232,16.0,7882.54
1648,61.30894,-45.8232,16.0,7887.33
1649,61.30894,-45.8232,16.0,7892.11
1650,61.30894,-45.8232,16.0,7896.9
1651,61.30894,-45.8232,16.0,7901.69
1652,61.30894,-45.8232,16.0,7906.47
1653,61.30894,-45.8232,16.0,7911.26
1654,61.30894,-45.8232,16.0,7916.04
1655,61.30894,-45.8232,16.0,7920.83
1656,61.30894,-45.8232,16.0,7925.62
1657,61.30894,-45.8232,16.0,7930.4
1658,61.30894,-45.8232,16.0,7935.19
1659,61.30894,-45.8232,16.0,7939.97
1660,61.30894,-45.8232,16.0,7944.76
1661,61.30894,-45.8232,16.0,7949.55
1662,61.30894,-45.8232,16.0,7954.33
1663,61.30894,-45.8232,16.0,7959.12
1664,61.30894,-45.8232,16.0,7963.9
1665,61.30894,-45.8232,16.0,7968.69
1666,61.30894,-45.8232,16.0,7973.48
1667,61.30894,-45.8232,16.0,7978.26
1668,61.30894,-45.8232,16.0,7983.05
1669,61.30894,-45.8232,16.0,7987.83
1670,61.30894,-45.8232,16.0,7992.62
1671,61.30894,-45.8232,16.0,7997.41
1672,61.30894,-45.8232,16.0,8002.19
1673,61.30894,-45.8232,16.0,8006.98
1674,61.30894,-45.8232,16.0,8011.76
1675,61.30894,-45.8232,16.0,8016.55
1676,61.30894,-45.8232,16.0,8021.34
1677,61.30894,-45.8232,16.0,8026.12
1678,61.30894,-45.8232,16.0,8030.91
1679,61.30894,-45.8232,16.0,8035.69
1680,61.30894,-45.8232,16.0,8040.48
1681,61.30894,-45.8232,16.0,8045.27
1682,61.30894,-45.8232,16.0,8050.05
1683,61.30894,-45.8232,16.0,8054.84
1684,61.30894,-45.8232,16.0,8059.62
1685,61.30894,-45.8232,16.0,8064.41
1686,61.30894,-45.8232,16.0,8069.2
1687,61.30894,-45.8232,16.0,8073.98
1688,61.30894,-45.8232,16.0,8078.77
1689,61.30894,-45.8232,16.0,8083.55
1690,61.30894,-45.8232,16.0,8088.34
1691,61.30894,-45.8232,16.0,8093.13
1692,61.30894,-45.8232,16.0,8097.91
1693,61.30894,-45.8232,16.0,8102.7
1694,61.30894,-45.8232,16.0,8107.48
1695,61.30894,-45.8232,16.0,8112.27
1696,61.30894,-45.8232,16.0,8117.06
1697,61.30894,-45.8232,16.0,8121.84
1698,61.30894,-45.8232,16.0,8126.63
1699,61.30894,-45.8232,16.0,8131.41
1700,61.30894,-45.8232,16.0,8136.2
1701,61.30894,-45.8232,16.0,8140.99
1702,61.30894,-45.8232,16.0,8145.77
1703,61.30894,-45.8232,16.0,8150.56
1704,61.30894,-45.8232,16.0,8155.34
1705,61.30894,-45.8232,16.0,8160.13
1706,61.30894,-45.8232,16.0,8164.92
1707,61.30894,-45.8232,16.0,8169.7
1708,61.30894,-45.8232,16.0,8174.49
1709,61.30894,-45.8232,16.0,8179.27
1710,61.30894,-45.8232,16.0,8184.06
1711,61.30894,-45.8232,16.0,8188.85
1712,61.30894,-45.8232,16.0,8193.63
1713,61.30894,-45.8232,16.0,8198.42
1714,61.30894,-45.8232,16.0,8203.2
1715,61.30894,-45.8232,16.0,8207.99
1716,61.30894,-45.8232,16.0,8212.78
1717,61.30894,-45.8232,16.0,8217.56
1718,61.30894,-45.8232,16.0,8222.35
1719,61.30894,-45.8232,16.0,8227.13
1720,61.30894,-45.8232,16.0,8231.92
1721,61.30894,-45.8232,16.0,8236.71
1722,61.30894,-45.8232,16.0,8241.49
1723,61.30894,-45.8232,16.0,8246.28
1724,61.30894,-45.8232,16.0,8251.06
1725,61.30894,-45.8232,16.0,8255.85
1726,61.30894,-45.8232,16.0,8260.64
1727,61.30894,-45.8232,16.0,8265.42
1728,61.30894,-45.8232,16.0,8270.21
1729,61.30894,-45.8232,16.0,8274.99
1730,61.30894,-45.8232,16.0,8279.78
1731,61.30894,-45.8232,16.0,8284.57
1732,61.30894,-45.8232,16.0,8289.35
1733,61.30894,-45.8232,16.0,8294.14
1734,61.30894,-45.8232,16.0,8298.92
1735,61.30894,-45.8232,16.0,8303.71
1736,61.30894,-45.8232,16.0,8308.5
1737,61.30894,-45.8232,16.0,8313.28
1738,61.30894,-45.8232,16.0,8318.07
1739,61.30894,-45.8232,16.0,8322.85
1740,61.30894,-45.8232,16.0,8327.64
1741,61.30894,-45.8232,16.0,8332.43
1742,61.30894,-45.8232,16.0,8337.21
1743,61.30894,-45.8232,16.0,8342.0
1744,61.30894,-45.8232,16.0,8346.78
1745,61.30894,-45.8232,16.0,8351.57
1746,61.30894,-45.8232,16.0,8356.36
1747,61.30894,-45.8232,16.0,8361.14
1748,61.30894,-45.8232,16.0,8365.93
1749,61.30894,-45.8232,16.0,8370.71
1750,61.30894,-45.8232,16.0,8375.5
1751,61.30894,-45.8232,16.0,8380.29
1752,61.30894,-45.8232,16.0,8385.07
1753,61.30894,-45.8232,16.0,8389.86
1754,61.30894,-45.8232,16.0,8394.64
1755,61.30894,-45.8232,16.0,8399.43
1756,61.30894,-45.8232,16.0,8404.22
1757,61.30894,-45.8232,16.0,8409.0
1758,61.30894,-45.8232,16.0,8413.79
1759,61.30894,-45.8232,16.0,8418.57
1760,61.30894,-45.8232,16.0,8423.36
1761,61.30894,-45.8232,16.0,8428.15
1762,61.30894,-45.8232,16.0,8432.93
1763,61.30894,-45.8232,16.0,8437.72
1764,61.30894,-45.8232,16.0,8442.5
1765,61.30894,-45.8232,16.0,8447.29
1766,61.30894,-45.8232,16.0,8452.08
1767,61.30894,-45.8232,16.0,8456.86
1768,61.30894,-45.8232,16.0,8461.65
1769,61.30894,-45.8232,16.0,8466.43
1770,61.30894,-45.8232,16.0,8471.22
1771,61.30894,-45.8232,16.0,8476.01
1772,61.30894,-45.8232,16.0,8480.79
1773,61.30894,-45.8232,16.0,8485.58
1774,61.30894,-45.8232,16.0,8490.36
1775,61.30894,-45.8232,16.0,8495.15
1776,61.30894,-45.8232,16.0,8499.94
1777,61.30894,-45.8232,16.0,8504.72
1778,61.30894,-45.8232,16.0,8509.51
1779,61.30894,-45.8232,16.0,8514.29
1780,61.30894,-45.8232,16.0,8519.08
1781,61.30894,-45.8232,16.0,8523.87
1782,61.30894,-45.8232,16.0,8528.65
1783,61.30894,-45.8232,16.0,8533.44
1784,61.30894,-45.8232,16.0,8538.22
1785,61.30894,-45.8232,16.0,8543.01
1786,61.30894,-45.8232,16.0,8547.8
1787,61.30894,-45.8232,16.0,8552.58
1788,61.30894,-45.8232,16.0,8557.37
1789,61.30894,-45.8232,16.0,8562.15
1790,61.30894,-45.8232,16.0,8566.94
1791,61.30894,-45.8232,16.0,8571.73
1792,61.30894,-45.8232,16.0,8576.51
1793,61.30894,-45.8232,16.0,8581.3
1794,61.30894,-45.8232,16.0,8586.08
1795,61.30894,-45.8232,16.0,8590.87
1796,61.30894,-45.8232,16.0,8595.66
1797,61.30894,-45.8232,16.0,8600.44
1798,61.30894,-45.8232,16.0,8605.23
1799,61.30894,-45.8232,16.0,8610.01
1800,61.30894,-45.8232,16.0,8614.8
1801,61.30894,-45.8232,16.0,8619.59
